ribosome_profiling_counts,ribosome_profiling_rpk,RNA-seq_counts,RNA-seq_rpk,transcript_ID,ribosome_profiling_tpm,RNA-seq_tpm,translation_efficiency
0,0,0,0,FBtr0091894,0,0,
0,0,0,0,FBtr0091836,0,0,
0,0,0,0,FBtr0091893,0,0,
0,0,0,0,FBtr0091837,0,0,
23,22.48289345,3,2.93255132,FBtr0091838,5.732432248,8.02758186,0.714092033
0,0,0,0,FBtr0091892,0,0,
0,0,0,0,FBtr0091839,0,0,
0,0,0,0,FBtr0091891,0,0,
0,0,0,0,FBtr0091840,0,0,
0,0,0,0,FBtr0091841,0,0,
0,0,0,0,FBtr0091890,0,0,
0,0,0,0,FBtr0091842,0,0,
0,0,0,0,FBtr0091889,0,0,
0,0,0,0,FBtr0091843,0,0,
0,0,0,0,FBtr0091844,0,0,
0,0,0,0,FBtr0091888,0,0,
0,0,0,0,FBtr0091845,0,0,
0,0,0,0,FBtr0091887,0,0,
0,0,0,0,FBtr0091846,0,0,
0,0,0,0,FBtr0091847,0,0,
0,0,0,0,FBtr0091886,0,0,
0,0,0,0,FBtr0091848,0,0,
0,0,0,0,FBtr0091885,0,0,
0,0,0,0,FBtr0091849,0,0,
0,0,0,0,FBtr0091850,0,0,
0,0,0,0,FBtr0091884,0,0,
0,0,0,0,FBtr0091851,0,0,
0,0,0,0,FBtr0091883,0,0,
0,0,0,0,FBtr0091852,0,0,
0,0,0,0,FBtr0091853,0,0,
0,0,0,0,FBtr0091882,0,0,
0,0,0,0,FBtr0091854,0,0,
0,0,0,0,FBtr0091881,0,0,
0,0,0,0,FBtr0091855,0,0,
0,0,0,0,FBtr0091856,0,0,
2,3.361344538,0,0,FBtr0091880,0.857037368,0,inf
3,6.085192698,0,0,FBtr0091857,1.551533166,0,inf
0,0,0,0,FBtr0091879,0,0,
0,0,0,0,FBtr0091858,0,0,
23,22.48289345,3,2.93255132,FBtr0091859,5.732432248,8.02758186,0.714092033
2,3.361344538,0,0,FBtr0091878,0.857037368,0,inf
3,6.085192698,0,0,FBtr0091860,1.551533166,0,inf
0,0,0,0,FBtr0091877,0,0,
0,0,0,0,FBtr0091861,0,0,
23,22.48289345,3,2.93255132,FBtr0091862,5.732432248,8.02758186,0.714092033
2,3.361344538,0,0,FBtr0091876,0.857037368,0,inf
3,6.085192698,0,0,FBtr0091863,1.551533166,0,inf
0,0,0,0,FBtr0091875,0,0,
0,0,0,0,FBtr0091864,0,0,
23,22.48289345,3,2.93255132,FBtr0091865,5.732432248,8.02758186,0.714092033
0,0,0,0,FBtr0091874,0,0,
0,0,0,0,FBtr0091866,0,0,
0,0,0,0,FBtr0091873,0,0,
0,0,0,0,FBtr0091867,0,0,
0,0,0,0,FBtr0091868,0,0,
13,21.8487395,0,0,FBtr0091872,5.570742891,0,inf
0,0,0,0,FBtr0091869,0,0,
0,0,0,0,FBtr0091870,0,0,
1128,712.5710676,17,10.73910297,FBtr0085896,181.6832596,29.39727861,6.180274779
0,0,1,0.362581581,FBtr0340651,0,0.992532783,0
0,0,1,0.37327361,FBtr0301173,0,1.0218012,0
187,73.01835221,13,5.076142132,FBtr0305503,18.61738827,13.89545896,1.339818162
185,101.9845645,12,6.615214994,FBtr0085922,26.00286336,18.10852534,1.435945935
186,91.76122348,12,5.920078934,FBtr0085923,23.39623224,16.20565613,1.443707805
192,95.52238806,13,6.467661692,FBtr0085921,24.35521117,17.70461213,1.375642177
192,77.95371498,13.84,5.619163622,FBtr0345685,19.87575089,15.38192892,1.292149443
73,49.45799458,2,1.35501355,FBtr0100511,12.61023647,3.709221429,3.399699025
5321,2554.488718,337,161.7858857,FBtr0100293,651.3144555,442.8735596,1.470655543
5154,3619.382022,328.1290323,230.4276912,FBtr0085920,922.8288284,630.7740095,1.46301023
5321,3473.237598,337,219.9738903,FBtr0085919,885.5665866,602.1577184,1.470655543
3,1.411100659,2.106666667,0.99090624,FBtr0100324,0.359786383,2.712512107,0.132639549
4,0.791295747,2.24,0.443125618,FBtr0085897,0.201755582,1.213014466,0.166325784
411,145.1783822,5,1.766160367,FBtr0085900,37.01593132,4.834696952,7.656308489
412,120.2568593,6,1.751313485,FBtr0085899,30.6617251,4.794055016,6.395780814
22,5.623721881,8.613333333,2.201772324,FBtr0085917,1.43387259,6.027143482,0.237902515
22,4.673889951,8.613333333,1.829898732,FBtr0100618,1.191695257,5.009174698,0.237902515
25,4.510193036,9.613333333,1.734319562,FBtr0085914,1.149957681,4.74753576,0.242222016
25,4.638218924,8.613333333,1.598021027,FBtr0085915,1.182600264,4.37443141,0.270343767
25,4.79570305,8.613333333,1.652279558,FBtr0332967,1.222753774,4.522959007,0.270343767
25,4.765535646,8.613333333,1.641885881,FBtr0085918,1.215062033,4.494507301,0.270343767
25,4.442864759,9.613333333,1.708429595,FBtr0304885,1.132791083,4.676664424,0.242222016
9548,3174.202128,127,42.22074468,FBtr0332966,809.3219264,115.5752951,7.002551244
9542,3443.522194,127,45.83182966,FBtr0085911,877.9900912,125.4602987,6.998150814
9542,3384.888258,127,45.05143668,FBtr0085912,863.0402777,123.3240467,6.998150814
3,0.831024931,0.12,0.033240997,FBtr0085902,0.211885277,0.090994086,2.328560976
5,0.965250965,1.12,0.216216216,FBtr0339131,0.246108704,0.591871441,0.41581446
5,0.934404784,2.12,0.396187628,FBtr0339132,0.238243895,1.084526159,0.219675564
5,0.912908527,2.12,0.387073215,FBtr0301000,0.232763024,1.059576315,0.219675564
5,0.909918107,2.12,0.385805278,FBtr0110959,0.232000561,1.056105456,0.219675564
5,0.898472597,2.12,0.380952381,FBtr0085901,0.229082315,1.04282111,0.219675564
5,0.879043601,2.12,0.372714487,FBtr0307497,0.224128531,1.020270654,0.219675564
123,25.75376884,3,0.628140704,FBtr0332471,6.566402823,1.719475763,3.818840001
108,38.10868031,3,1.058574453,FBtr0301616,9.716517512,2.897747439,3.353127805
108,34.89499192,3,0.969305331,FBtr0301617,8.897127828,2.653381662,3.353127805
118,67.97235023,3,1.728110599,FBtr0085910,17.33081613,4.73053931,3.663602602
620,425.5319149,12.13333333,8.327613818,FBtr0085905,108.4972838,22.79605515,4.759476281
630,420,14.37333333,9.582222222,FBtr0085904,107.0868191,26.23042699,4.082541971
634,385.6447689,15,9.124087591,FBtr0085903,98.32731334,24.97632677,3.936820423
15,4.566210046,0,0,FBtr0085908,1.16424026,0,inf
15,4.369356248,0,0,FBtr0300999,1.114048719,0,inf
0,0,1,0.495049505,FBtr0085909,0,1.355151195,0
10,2.113271344,1.468493151,0.310332449,FBtr0085906,0.538817872,0.849505727,0.634272206
0,0,0,0,FBtr0085950,0,0,
0,0,0,0,FBtr0085928,0,0,
0,0,0,0,FBtr0085929,0,0,
0,0,0.24,0.262582057,FBtr0343884,0,0.718793544,0
0,0,0.24,0.258342304,FBtr0085949,0,0.70718762,0
0,0,0,0,FBtr0085930,0,0,
0,0,0,0,FBtr0343880,0,0,
3,0.563063063,0.12,0.022522523,FBtr0347504,0.14356341,0.061653275,2.328560976
2,0.853970965,0.12,0.051238258,FBtr0344210,0.217735796,0.140259885,1.552373984
1,0.480769231,3,1.442307692,FBtr0100262,0.122581066,3.948180886,0.03104748
1,0.466200466,3,1.398601399,FBtr0085931,0.118866488,3.828539041,0.03104748
1,0.175192712,7,1.226348984,FBtr0335391,0.044668643,3.357014348,0.013306063
1,0.17876296,7,1.251340722,FBtr0089377,0.045578945,3.425426868,0.013306063
0,0,0,0,FBtr0332200,0,0,
0,0,0,0,FBtr0332199,0,0,
1,0.420344683,0,0,FBtr0308578,0.107174702,0,inf
1,0.410846343,0,0,FBtr0307507,0.104752924,0,inf
1,2.409638554,0,0,FBtr0112364,0.614382209,0,inf
0,0,0,0,FBtr0301799,0,0,
0,0,0,0,FBtr0085934,0,0,
0,0,0,0,FBtr0085935,0,0,
0,0,0,0,FBtr0085946,0,0,
0,0,0,0,FBtr0306060,0,0,
0,0,0,0,FBtr0085944,0,0,
0,0,0,0,FBtr0085943,0,0,
0,0,0,0,FBtr0344787,0,0,
0,0,0,0,FBtr0299905,0,0,
128,50.65294816,39.67360731,15.69988417,FBtr0331655,12.91491214,42.97694794,0.300507894
136,53.84006334,39.00694064,15.44217761,FBtr0331656,13.72752649,42.27150059,0.324746609
138,34.32835821,54.99543379,13.68045617,FBtr0331657,8.752654014,37.44895478,0.233722251
226,38.57972004,1162.080698,198.3749911,FBtr0344022,9.836617861,543.0327747,0.018114225
212,126.2656343,7,4.169148303,FBtr0085942,32.19377415,11.41264914,2.820885297
225,119.744545,7,3.725385844,FBtr0085941,30.53110102,10.19789138,2.993864112
154,23.51145038,1,0.152671756,FBtr0333742,5.994681986,0.417924491,14.34393561
137,20.35056447,1.56,0.231729055,FBtr0303273,5.188755276,0.634336371,8.179816762
138,20.05813953,1.56,0.226744186,FBtr0303271,5.114196096,0.620690763,8.239523454
138,19.9623897,1.56,0.225661797,FBtr0333745,5.089782893,0.617727824,8.239523454
138,14.83233018,0.56,0.060189166,FBtr0333743,3.781778712,0.164762149,22.95295819
140,13.29029808,611.0894026,58.01114511,FBtr0303277,3.388608921,158.8000227,0.021338844
134,21.10901071,1,0.157529931,FBtr0303272,5.382135266,0.431223285,12.48108683
0,0,0,0,FBtr0110947,0,0,
0,0,0,0,FBtr0303249,0,0,
66,17.48807631,1.16,0.30736619,FBtr0303274,4.45891063,0.841385872,5.299483601
66,15.32033426,0,0,FBtr0303276,3.906204438,0,inf
66,14.83146067,0,0,FBtr0303275,3.781557015,0,inf
68,11.6778293,610.5294026,104.8479139,FBtr0333744,2.977479985,287.0112472,0.010374088
222,76.63099758,8.76,3.023817742,FBtr0100407,19.53849947,8.27741506,2.360459072
222,84.2185129,8.56,3.247344461,FBtr0085964,21.47307775,8.889298311,2.415609984
0,0,0,0,FBtr0304739,0,0,
0,0,0,0,FBtr0299879,0,0,
3,2.44100895,0,0,FBtr0334170,0.622380676,0,inf
2,1.724137931,0,0,FBtr0344025,0.439601064,0,inf
2,0.844594595,0,0,FBtr0336971,0.215345116,0,inf
40,44.44444444,1,1.111111111,FBtr0334169,11.33193853,3.041561571,3.725697562
40,39.48667325,1,0.987166831,FBtr0299875,10.06786247,2.702275829,3.725697562
40,5.695571693,267.839204,38.13743471,FBtr0334168,1.452192037,104.3976203,0.013910202
1657,2503.021148,45,67.97583082,FBtr0331295,638.1918403,186.0774073,3.429711589
1657,2698.697068,45,73.28990228,FBtr0085961,688.0830591,200.6241753,3.429711589
1657,2525.914634,45,68.59756098,FBtr0345541,644.0289608,187.7793348,3.429711589
535,250,10,4.672897196,FBtr0085955,63.74215423,12.79161409,4.983120489
2129,442.1599169,54,11.21495327,FBtr0306235,112.7369025,30.69987381,3.672226902
2117,491.1832947,53,12.29698376,FBtr0085956,125.2363253,33.66182992,3.720425348
2128,484.1865757,53,12.05915813,FBtr0085957,123.4523815,33.01080477,3.739756798
2121,474.7090421,53,11.86213071,FBtr0085958,121.0359079,32.47146082,3.727454966
2113,444.935776,53,11.16024426,FBtr0306236,113.4446594,30.55011307,3.71339573
3497,911.8644068,122.36,31.90612777,FBtr0344793,232.4968066,87.34000691,2.66197376
3493,1795.886889,121.0933333,62.2587832,FBtr0332633,457.8947964,170.4275302,2.686741959
3492,3410.15625,121.0933333,118.2552083,FBtr0111132,869.4828226,323.7124476,2.68597278
3495,3239.110287,121.1466667,112.2767995,FBtr0111129,825.8714701,307.3471189,2.687096834
92,31.97775461,7,2.433090024,FBtr0344794,8.153323864,6.660353806,1.22415777
92,39.74082073,5.613333333,2.424766019,FBtr0302386,10.1326621,6.637567628,1.52656254
213,128.0817799,11.24,6.758869513,FBtr0332630,32.65683428,18.501766,1.765065793
213,156.1583578,11.24,8.240469208,FBtr0332631,39.8154805,22.55750503,1.765065793
213,35.51775888,13.46666667,2.245567228,FBtr0332632,9.055913858,6.147027888,1.473218281
243,76.97180868,13.12,4.155844156,FBtr0111252,19.6253956,11.37623029,1.725122918
241,79.09419101,12.84,4.213980965,FBtr0302387,20.16653649,11.53537431,1.748234253
55,21.23552124,4.04,1.55984556,FBtr0111230,5.414391479,4.269929681,1.268028254
97,140.9883721,3,4.360465116,FBtr0111233,35.94761024,11.93636082,3.011605529
106,149.9292786,3,4.243281471,FBtr0111232,38.22726081,11.61558167,3.291032846
173,115.2564957,0,0,FBtr0111246,29.38678929,0,inf
194,120.7970112,0,0,FBtr0306550,30.79944688,0,inf
196,120.6896552,0,0,FBtr0111245,30.77207446,0,inf
197,112.8939828,0,0,FBtr0111244,28.78442266,0,inf
210,116.4079823,0,0,FBtr0111248,29.68038224,0,inf
187,43.65079365,1,0.233426704,FBtr0111249,11.12958249,0.638983523,17.4176361
210,37.62766529,1,0.179179359,FBtr0111247,9.593873778,0.490486546,19.5599122
192,133.4259903,0,0,FBtr0306549,34.0194402,0,inf
135,48.91304348,4.226666667,1.531400966,FBtr0111123,12.47129105,4.192065296,2.974975379
134,47.78887304,3.6,1.283880171,FBtr0111125,12.18466286,3.514500532,3.466968564
134,30.42688465,3.6,0.817438692,FBtr0333519,7.757900697,2.237661102,3.466968564
134,25.2069225,3.6,0.677200903,FBtr0344082,6.426974167,1.853773418,3.466968564
36,16.69758813,12,5.565862709,FBtr0111126,4.257360951,15.23602271,0.279427317
37,13.38639653,12,4.341534009,FBtr0334157,3.413111008,11.8845387,0.287189187
29,4.038997214,26.33333333,3.667595172,FBtr0331165,1.029817534,10.03969488,0.102574585
29,4.046323427,26.33333333,3.674247709,FBtr0331166,1.031685488,10.05790557,0.102574585
29,4.08680947,26.33333333,3.711010898,FBtr0111127,1.042008158,10.15854133,0.102574585
160,127.2871917,16,12.72871917,FBtr0111241,32.45423923,34.84366478,0.93142439
165,121.8611521,17,12.55539143,FBtr0111240,31.07076942,34.36919649,0.904029555
177,126.7000716,17,12.16893343,FBtr0111239,32.30454202,33.31130425,0.969777159
57,30.4,6.424657534,3.426484018,FBtr0300702,7.751045955,9.379675904,0.826366074
63,33.03618249,6,3.146303094,FBtr0344847,8.423189757,8.612707124,0.97799561
65,30.45923149,9.866666667,4.623555139,FBtr0113705,7.766148126,12.65654487,0.613607284
67,31.25,10,4.664179104,FBtr0113704,7.967769279,12.76774913,0.624054342
67,30.51001821,10,4.553734062,FBtr0300703,7.779097147,12.46541628,0.624054342
57,30.23872679,6.36,3.374005305,FBtr0300704,7.709926348,9.23602039,0.834767142
0,0,16.87134237,24.2056562,FBtr0332975,0,66.26069435,0
0,0,18.48467571,25.18348189,FBtr0113776,0,68.93739968,0
0,0,16.97800904,25.84171848,FBtr0113777,0,70.73926008,0
432,483.762598,16.21333333,18.15602837,FBtr0113781,123.3442805,49.70041036,2.481755777
3,1.21901666,0.8,0.325071109,FBtr0346766,0.310810992,0.889851415,0.349284146
87,123.0551627,3,4.243281471,FBtr0452096,31.37520463,11.61558167,2.701130732
0,0,0,0,FBtr0308892,0,0,
0,0,0,0,FBtr0308894,0,0,
0,0,0,0,FBtr0344187,0,0,
0,0,0,0,FBtr0302340,0,0,
0,0,0,0,FBtr0344186,0,0,
415,257.1251549,9.346666667,5.790995456,FBtr0113703,65.55884512,15.85230232,4.135604016
120,84.98583569,6.973333333,4.938621341,FBtr0113701,21.66872099,13.5190088,1.602833559
418,265.7342657,9.346666667,5.941936851,FBtr0113700,67.75389821,16.26549011,4.165499949
421,234.54039,9.973333333,5.556174559,FBtr0113702,59.80043885,15.20950232,3.931781434
418,178.0997017,9.573333333,4.078966056,FBtr0329919,45.40983463,11.16578377,4.066873905
418,201.7374517,10.57333333,5.102960103,FBtr0345337,51.43671905,13.96887061,3.68223892
464,71.6934487,13.77603604,2.128559338,FBtr0329920,18.27957946,5.826729857,3.137193573
236,155.4677207,12.43333333,8.190601669,FBtr0113827,39.63938972,22.42099735,1.76795836
237,170.995671,11.3,8.152958153,FBtr0113826,43.59852974,22.31795179,1.953518412
237,150.0949968,14,8.866371121,FBtr0113824,38.26951375,24.27085231,1.576768432
239,81.76530961,12.3,4.208005474,FBtr0113825,20.84758791,11.51901697,1.809840889
156,129.6758105,5.48,4.55527847,FBtr0334735,33.06326205,12.46964395,2.65150009
446,282.9949239,10,6.345177665,FBtr0344755,72.15482434,17.36932369,4.154152781
446,496.1067853,9,10.01112347,FBtr0290310,126.4916609,27.40450359,4.615725313
4,1.346348031,8.253333333,2.777964771,FBtr0114030,0.343276495,7.604415804,0.045141731
4,1.431639227,1,0.357909807,FBtr0114029,0.365023074,0.979744243,0.372569756
141,34.18181818,13.02666667,3.157979798,FBtr0113830,8.715290906,8.644670997,1.008169184
96,89.05380334,1.573333333,1.459492888,FBtr0344972,22.70592507,3.995223734,5.683267467
137,100.8836524,3.026666667,2.228767796,FBtr0113831,25.72216533,6.101041031,4.216028904
127,115.2450091,3.493333333,3.16999395,FBtr0301121,29.38386057,8.677558603,3.386189816
135,116.8831169,3.88,3.359307359,FBtr0113829,29.80152665,9.195786154,3.24078074
347,278.9389068,6.6,5.305466238,FBtr0113761,71.12066726,14.52321201,4.897034295
112,233.8204593,1.655315315,3.455773101,FBtr0302410,59.61687912,9.459851997,6.302094275
349,285.8312858,6.6,5.405405405,FBtr0302409,72.87800763,14.79678602,4.925259277
6,2.580645161,2.906666667,1.250179211,FBtr0302582,0.657983528,3.422247342,0.192266503
6,2.960039467,4.306666667,2.124650551,FBtr0302581,0.754717169,5.816029922,0.129765008
10,3.808073115,4.306666667,1.640010155,FBtr0114112,0.970939135,4.489372677,0.216275013
10,3.739715782,4.306666667,1.61057093,FBtr0114111,0.953510161,4.408785584,0.216275013
5,1.650709805,4.506666667,1.487839771,FBtr0300103,0.420879196,4.072820645,0.103338505
7,3.360537686,4.506666667,2.163546167,FBtr0334734,0.856831646,5.922502993,0.144673907
56,60.80347448,3,3.25732899,FBtr0334935,15.50297779,8.916630014,1.738658862
91,48.5851575,6,3.203416978,FBtr0301779,12.38769041,8.76905098,1.412660325
91,44.34697856,6,2.923976608,FBtr0301781,11.30708779,8.004109399,1.412660325
92,43.01075269,6,2.805049088,FBtr0334936,10.96639213,7.678556562,1.428184065
95,32.08375549,9.32,3.147585275,FBtr0301780,8.180350763,8.616216974,0.949413273
50,67.84260516,1.226666667,1.664405246,FBtr0334937,17.29773521,4.556151933,3.796566809
41,59.76676385,2,2.915451895,FBtr0301791,15.23864912,7.980773803,1.90942
53,67.77493606,2,2.557544757,FBtr0301790,17.28048171,7.001036865,2.468274635
38,57.05705706,2,3.003003003,FBtr0301792,14.54775892,8.22043668,1.769706342
0,0,0,0,FBtr0334933,0,0,
0,0,0,0,FBtr0113713,0,0,
0,0,0,0,FBtr0334939,0,0,
4,8.281573499,0,0,FBtr0301782,2.111541341,0,inf
0,0,0,0,FBtr0310523,0,0,
163,41.4020828,8,2.032004064,FBtr0302226,10.55623179,5.562418927,1.897777195
163,56.8538542,5.906666667,2.060225555,FBtr0334938,14.49594857,5.639672589,2.570352861
163,56.8538542,6.52,2.274154168,FBtr0346683,14.49594857,6.225281933,2.328560976
163,47.70266315,8.52,2.493415277,FBtr0302227,12.16268205,6.825488478,1.781950418
411,226.446281,12.48648649,6.87960688,FBtr0113784,57.73669507,18.83227312,3.065837815
304,179.245283,4.786666667,2.822327044,FBtr0111298,45.7019219,7.725853331,5.915452953
300,168.0672269,5,2.801120448,FBtr0111299,42.85186839,7.667802281,5.588546342
302,165.6609984,5,2.742731761,FBtr0111301,42.23835563,7.507968772,5.625803318
304,126.508531,5,2.080732418,FBtr0111300,32.25570518,5.695808186,5.663060294
704,606.8965517,9.733333333,8.390804598,FBtr0334986,154.7395744,22.96903394,6.736877783
704,1394.059406,6,11.88118812,FBtr0111266,355.4413987,32.52362869,10.92871285
261,77.17327025,8,2.365464222,FBtr0111268,19.67676198,6.47523457,3.038772074
259,102.8185788,8,3.175863438,FBtr0345363,26.21551083,8.69362577,3.015486464
254,110.8202443,8,3.490401396,FBtr0302242,28.25568442,9.55464368,2.95727244
259,108.9608751,8,3.365586874,FBtr0111121,27.78160361,9.212975732,3.015486464
2823,2786.771964,22,21.71767029,FBtr0334985,710.5393935,59.45006823,11.95186843
2823,7039.900249,22,54.86284289,FBtr0111120,1794.95363,150.1818432,11.95186843
194,122.4747475,7.64,4.823232323,FBtr0308810,31.22721697,13.20314228,2.365135232
196,104.3663472,7.64,4.068157614,FBtr0111111,26.61014319,11.13619668,2.38951807
219,81.56424581,10,3.724394786,FBtr0111114,20.79632295,10.19517845,2.039819415
210,116.4079823,12,6.651884701,FBtr0299924,29.68038224,18.2089052,1.629992683
64,39.90024938,2.933333333,1.82876143,FBtr0334996,10.1733114,5.006061439,2.03219867
64,39.53057443,3.413333333,2.108297303,FBtr0334995,10.07905589,5.771264452,1.746420732
64,39.38461538,3.493333333,2.14974359,FBtr0111291,10.04184091,5.884719742,1.706426364
64,38.0952381,4,2.380952381,FBtr0111292,9.713090169,6.517631939,1.490279025
484,73.28891581,18.2,2.755905512,FBtr0301454,18.6863735,7.544030669,2.476974753
484,73.21131448,18.2,2.752987445,FBtr0301456,18.6665876,7.536042738,2.476974753
484,72.90254556,18.2,2.741376713,FBtr0301455,18.58786121,7.504259458,2.476974753
485,72.57219811,19.98666667,2.990672852,FBtr0111118,18.50363298,8.186684056,2.260210954
485,72.26940843,19.98666667,2.978195003,FBtr0111119,18.42643112,8.152527127,2.260210954
473,75.40251873,18.2,2.901323131,FBtr0334994,19.22527591,7.942097647,2.420679872
120,57.38880918,5,2.391200383,FBtr0111285,14.6323453,6.545684874,2.235418537
121,57.67397521,5,2.383222116,FBtr0302385,14.70505369,6.523845125,2.254047025
123,55.6561086,5,2.262443439,FBtr0111287,14.19056103,6.193224919,2.291304
121,53.16344464,6,2.636203866,FBtr0111288,13.55500995,7.216358737,1.878372521
120,57.97101449,5,2.415458937,FBtr0345008,14.78078939,6.612090373,2.235418537
147,55.01497006,5.333333333,1.996007984,FBtr0329829,14.02709083,5.463883063,2.567238476
147,66.06741573,3.333333333,1.498127341,FBtr0111273,16.84511761,4.100981894,4.107581562
142,61.15417743,4.333333333,1.866207293,FBtr0345222,15.59239604,5.108565947,3.052206079
224,47.80196329,24,5.121638924,FBtr0111277,12.18800047,14.02000212,0.869329431
219,82.79773157,11,4.15879017,FBtr0111274,21.1108231,11.38429473,1.854381286
357,560.4395604,5,7.849293564,FBtr0299923,142.8944996,21.4866987,6.650370148
357,276.9588829,5,3.87897595,FBtr0345361,70.61582331,10.61832977,6.650370148
3,3.476245655,0.36,0.417149479,FBtr0345944,0.886333547,1.141907241,0.776186992
3,3.211991435,0.4,0.428265525,FBtr0345943,0.818957014,1.172336366,0.698568293
0,0,0,0,FBtr0336974,0,0,
3,1.595744681,0,0,FBtr0310003,0.406864814,0,inf
0,0,0,0,FBtr0086102,0,0,
332,102.7863777,11,3.405572755,FBtr0086077,26.20730056,9.3224333,2.81120816
332,99.66976884,12,3.602521765,FBtr0086078,25.41266311,9.861562585,2.576940813
332,83.71154816,11,2.773575391,FBtr0345009,21.34381766,7.592400292,2.81120816
331,104.8795944,11,3.485424588,FBtr0111280,26.74100513,9.541020139,2.802740666
151,74.01960784,12.96,6.352941176,FBtr0309848,18.87267704,17.39057557,1.085224405
144,82.52148997,12.96,7.426934097,FBtr0309846,21.04039017,20.33052961,1.034915989
151,83.287369,12.96,7.148372863,FBtr0309850,21.23566528,19.56799458,1.085224405
151,78.11691671,12.96,6.704604242,FBtr0309851,19.91736221,18.35321995,1.085224405
151,87.28323699,12.96,7.49132948,FBtr0309849,22.25448622,20.50680588,1.085224405
148,97.04918033,6.68,4.380327869,FBtr0309852,24.74449528,11.99073322,2.063634877
141,101.0752688,6.68,4.788530466,FBtr0309847,25.7710215,13.10814922,1.966030525
54,21.70418006,7,2.813504823,FBtr0086081,5.533884773,7.701703336,0.718527387
55,17.88036411,7,2.275682705,FBtr0086079,4.558931707,6.229466157,0.73183345
53,13.38721899,7,1.768123263,FBtr0086080,3.413320712,4.840070195,0.705221324
610,53.65939479,15,1.319493315,FBtr0347556,13.68146168,3.611988143,3.787792521
616,53.49544073,15,1.302648719,FBtr0303293,13.63965854,3.565877657,3.825049497
193,104.3243243,9.206126126,4.976284393,FBtr0111115,26.59942869,13.62210784,1.952666137
184,104.4860875,14,7.950028393,FBtr0086083,26.64067321,21.76245077,1.22415777
184,104.30839,14,7.936507937,FBtr0335258,26.59536594,21.7254398,1.22415777
184,104.131296,14,7.92303339,FBtr0086082,26.55021252,21.6885545,1.22415777
427,122.0697541,12.60621005,3.603833632,FBtr0086084,31.12395638,9.865153697,3.154938822
441,123.9808828,12.79287671,3.596535483,FBtr0086085,31.61123421,9.845175703,3.210834947
441,119.9021207,13.92621005,3.786354009,FBtr0086086,30.57127789,10.36478597,2.949532966
219,176.4705882,9,7.252215955,FBtr0086094,44.99446181,19.85225522,2.266466017
89,61.89151599,4,2.781641168,FBtr0347210,15.78039423,7.614479595,2.072419269
89,75.74468085,4,3.404255319,FBtr0347209,19.31251652,9.318826942,2.072419269
2,4.926108374,103.1124679,253.9715959,FBtr0299872,1.256003039,695.2232218,0.001806618
1,1.499250375,0.32,0.47976012,FBtr0086089,0.382261795,1.31329795,0.291070122
2,2.976190476,1,1.488095238,FBtr0335260,0.758835169,4.073519962,0.186284878
416,176.1965269,14.86666667,6.296766907,FBtr0086092,44.92458477,17.23680382,2.606317577
417,164.3026005,14.86666667,5.85763068,FBtr0086091,41.8920068,16.03470994,2.612582763
62,17.41083965,3.053930348,0.857604703,FBtr0299918,4.439217706,2.347611758,1.890950533
31,11.45602365,3.053930348,1.128577364,FBtr0299920,2.920926506,3.089373788,0.945475267
36,9.87654321,3.053930348,0.837840973,FBtr0299921,2.518208562,2.293510417,1.097971277
31,8.504801097,3.053930348,0.837840973,FBtr0335262,2.168457373,2.293510417,0.945475267
61,21.26176368,17.41393035,6.069686423,FBtr0301063,5.421082479,16.61519248,0.326272626
134,38.91954691,2,0.58088876,FBtr0086076,9.923263047,1.590128036,6.240543416
16,8.028098344,2.426666667,1.217594916,FBtr0086067,2.046913131,3.333050914,0.614125972
16,6.595218467,2.426666667,1.000274801,FBtr0086068,1.681573731,2.738157655,0.614125972
2,2.680965147,0,0,FBtr0302019,0.683561976,0,inf
2,2.355712603,0,0,FBtr0086075,0.600632784,0,inf
16,5.856515373,6.92,2.532942899,FBtr0086069,1.493227625,6.933691606,0.215358241
16,6.926406926,1,0.432900433,FBtr0086070,1.766016394,1.185023989,1.490279025
16,7.187780773,1,0.449236298,FBtr0335263,1.832658522,1.229741875,1.490279025
211,378.8150808,1.933333333,3.470975464,FBtr0345012,96.58595722,9.501467028,10.16537309
258,409.5238095,5.306666667,8.423280423,FBtr0086073,104.4157193,23.05793344,4.528407526
296,424.0687679,7.533333333,10.79274117,FBtr0273208,108.1242272,29.5441081,3.659756012
248,442.8571429,5.306666667,9.476190476,FBtr0273209,112.9146732,25.94017512,4.352887855
286,455.4140127,7.533333333,11.99575372,FBtr0273210,116.116281,32.83724117,3.536115606
268,380.6818182,9,12.78409091,FBtr0273211,97.06191667,34.99523967,2.773574851
155,135.371179,2,1.746724891,FBtr0307172,34.51540229,4.781494173,7.218539026
205,166.9381107,7,5.700325733,FBtr0086071,42.56397921,15.60410252,2.727742858
165,48.62953139,6.973333333,2.05521171,FBtr0345359,12.39900436,5.625947664,2.203896144
165,62.61859583,6.973333333,2.646426312,FBtr0086072,15.96577677,7.244341716,2.203896144
168,76.29427793,6.52,2.960944596,FBtr0086034,19.45264652,8.105305768,2.399989227
169,55.39167486,112.44,36.85349066,FBtr0331967,14.12313873,100.8829449,0.139995306
612,156.1622863,63.07104478,16.09365776,FBtr0331970,39.81648215,44.0548659,0.903793062
612,179.6829125,23.6119403,6.93245458,FBtr0086062,45.81350369,18.9769387,2.414167238
